Points
[[-8.604864, 41.161149], [-8.605053, 41.160789], [-8.605053, 41.160789], [-8.605044, 41.160708], [-8.605044, 41.160708], [-8.604657, 41.160483], [-8.604657, 41.160483], [-8.604612, 41.160456], [-8.60418, 41.161059], [-8.60418, 41.161059], [-8.603892, 41.161563], [-8.603892, 41.161563], [-8.604, 41.16177], [-8.604, 41.16177], [-8.605971, 41.162058], [-8.605971, 41.162058], [-8.608644, 41.162526], [-8.611533, 41.162841], [-8.611533, 41.162841], [-8.61471, 41.163228], [-8.61471, 41.163228], [-8.618031, 41.163624], [-8.618031, 41.163624], [-8.621325, 41.163993], [-8.62299, 41.1642], [-8.62299, 41.1642], [-8.622927, 41.164173], [-8.622927, 41.164173], [-8.622909, 41.164146], [-8.622909, 41.164146]]
[[-8.613999, 41.141277], [-8.614017, 41.141223], [-8.61453, 41.141619], [-8.614251, 41.142429], [-8.613594, 41.143212], [-8.612622, 41.143905], [-8.611686, 41.144607], [-8.611425, 41.144796], [-8.611425, 41.144787], [-8.611434, 41.144805], [-8.611047, 41.14503], [-8.610579, 41.144076], [-8.609607, 41.14323], [-8.608509, 41.143104], [-8.608527, 41.143113], [-8.608527, 41.143113], [-8.608518, 41.143122], [-8.607123, 41.142393], [-8.605026, 41.143752], [-8.603982, 41.145408], [-8.602092, 41.145633], [-8.600634, 41.145768], [-8.599572, 41.145849], [-8.599545, 41.145858], [-8.599347, 41.145858], [-8.598069, 41.145903], [-8.596647, 41.145957], [-8.594991, 41.146038], [-8.594208, 41.1462], [-8.593137, 41.146371]]
[[-8.606511, 41.144571], [-8.606925, 41.144733], [-8.607897, 41.143491], [-8.607906, 41.143464], [-8.607897, 41.143473], [-8.608095, 41.142942], [-8.605737, 41.142555], [-8.605089, 41.143635], [-8.603523, 41.145453], [-8.603181, 41.145498], [-8.602182, 41.145606], [-8.600355, 41.145786], [-8.599572, 41.145831], [-8.599302, 41.145831], [-8.595522, 41.146011], [-8.59401, 41.146218], [-8.593605, 41.14629], [-8.593191, 41.146362], [-8.5932, 41.146389], [-8.592993, 41.146425], [-8.590626, 41.146821], [-8.589618, 41.14701], [-8.588835, 41.147541], [-8.586936, 41.149026], [-8.58564, 41.148801], [-8.585613, 41.148873], [-8.585658, 41.148891], [-8.585649, 41.148891], [-8.585631, 41.148882], [-8.585604, 41.148882]]
[[-8.610714, 41.145741], [-8.610714, 41.145741], [-8.610714, 41.145741], [-8.610822, 41.145777], [-8.610822, 41.145777], [-8.610822, 41.145777], [-8.610822, 41.145777], [-8.610552, 41.146038], [-8.610552, 41.146038], [-8.610552, 41.146038], [-8.610552, 41.146038], [-8.61039, 41.146146], [-8.61039, 41.146146], [-8.61039, 41.146146], [-8.61039, 41.146146], [-8.61039, 41.146146], [-8.610084, 41.146416], [-8.610084, 41.146416], [-8.610084, 41.146416], [-8.610084, 41.146416], [-8.611911, 41.148603], [-8.611911, 41.148603], [-8.611911, 41.148603], [-8.611911, 41.148603], [-8.611992, 41.148567], [-8.611992, 41.148567], [-8.611992, 41.148567], [-8.611992, 41.148567], [-8.611992, 41.148567], [-8.611992, 41.148567]]
[[-8.610759, 41.145561], [-8.610777, 41.145759], [-8.610462, 41.146101], [-8.610156, 41.146407], [-8.610156, 41.146407], [-8.610102, 41.146407], [-8.609976, 41.146488], [-8.609553, 41.146578], [-8.609022, 41.146803], [-8.608932, 41.146974], [-8.60913, 41.147505], [-8.609706, 41.147658], [-8.609706, 41.147658], [-8.610273, 41.147892], [-8.611551, 41.147865], [-8.611884, 41.147955], [-8.611956, 41.147919], [-8.612649, 41.14809], [-8.620362, 41.147469], [-8.620362, 41.147469], [-8.620632, 41.147352], [-8.621658, 41.147568], [-8.622036, 41.147703], [-8.622117, 41.147694], [-8.622189, 41.147685], [-8.622369, 41.14746], [-8.622405, 41.147244], [-8.622405, 41.147244], [-8.622513, 41.147163], [-8.622486, 41.14719]]
[[-8.617338, 41.14476], [-8.615808, 41.145381], [-8.613423, 41.145876], [-8.610993, 41.147631], [-8.610174, 41.150682], [-8.610165, 41.150691], [-8.609607, 41.151609], [-8.609958, 41.154093], [-8.609211, 41.157378], [-8.608293, 41.159502], [-8.606376, 41.164812], [-8.606466, 41.167179], [-8.604792, 41.170671], [-8.597016, 41.171346], [-8.594127, 41.174586], [-8.593227, 41.182911], [-8.593173, 41.191191], [-8.587746, 41.19822], [-8.593596, 41.196888], [-8.603541, 41.199399], [-8.613387, 41.201361], [-8.621838, 41.204466], [-8.630973, 41.207328], [-8.645058, 41.203791], [-8.651664, 41.206347], [-8.654148, 41.21478], [-8.660295, 41.221341], [-8.666613, 41.227533], [-8.667819, 41.236632], [-8.670546, 41.238693]]
[[-8.613945, 41.141151], [-8.614044, 41.141106], [-8.614863, 41.140989], [-8.614863, 41.140989], [-8.615061, 41.140827], [-8.614062, 41.141034], [-8.613333, 41.141466], [-8.609967, 41.140863], [-8.609157, 41.140899], [-8.609157, 41.140899], [-8.607267, 41.14134], [-8.605188, 41.141808], [-8.603244, 41.141835], [-8.600895, 41.142051], [-8.597871, 41.141115], [-8.597871, 41.141115], [-8.59518, 41.139927], [-8.592237, 41.140062], [-8.589483, 41.140584], [-8.587449, 41.142249], [-8.585235, 41.143608], [-8.585235, 41.143608], [-8.582328, 41.143743], [-8.579511, 41.144022], [-8.577801, 41.144553], [-8.576766, 41.144229], [-8.575587, 41.143788], [-8.575587, 41.143788], [-8.575875, 41.143167], [-8.575146, 41.142879]]
[[-8.622252, 41.179338], [-8.622279, 41.182443], [-8.623728, 41.185062], [-8.623728, 41.185062], [-8.623035, 41.185206], [-8.621748, 41.184873], [-8.621739, 41.184864], [-8.621739, 41.184864], [-8.621703, 41.184882], [-8.623161, 41.185233], [-8.623791, 41.186205], [-8.623791, 41.186205], [-8.623962, 41.187492], [-8.625159, 41.188599], [-8.625411, 41.188923], [-8.625411, 41.188923], [-8.624565, 41.189652], [-8.624052, 41.189967], [-8.624061, 41.189967], [-8.624061, 41.189958], [-8.624061, 41.189958], [-8.624061, 41.189949], [-8.624061, 41.18994], [-8.624061, 41.18994], [-8.624061, 41.18994], [-8.624052, 41.18994], [-8.624052, 41.189949], [-8.624052, 41.189949], [-8.624052, 41.189949], [-8.624052, 41.189958]]
[[-8.665254, 41.162283], [-8.665245, 41.162292], [-8.665245, 41.162301], [-8.66529, 41.162328], [-8.665803, 41.162517], [-8.665866, 41.162571], [-8.665092, 41.161788], [-8.664318, 41.161995], [-8.663301, 41.162877], [-8.663283, 41.163003], [-8.663301, 41.162958], [-8.663265, 41.163138], [-8.662095, 41.163318], [-8.659305, 41.162886], [-8.657514, 41.162607], [-8.657514, 41.162607], [-8.657451, 41.162589], [-8.6562, 41.162436], [-8.655831, 41.162373], [-8.655462, 41.162319], [-8.6535, 41.161986], [-8.653104, 41.161932], [-8.65296, 41.161905], [-8.652033, 41.161734], [-8.650692, 41.161482], [-8.648496, 41.161113], [-8.646903, 41.160879], [-8.646345, 41.161356], [-8.646435, 41.161698], [-8.646435, 41.161698]]
[[-8.648784, 41.148495], [-8.648793, 41.148522], [-8.649063, 41.150241], [-8.649765, 41.151186], [-8.649072, 41.152464], [-8.648388, 41.154021], [-8.648397, 41.154012], [-8.648397, 41.154012], [-8.647245, 41.155389], [-8.645778, 41.156748], [-8.645238, 41.158116], [-8.643978, 41.159016], [-8.643969, 41.159016], [-8.643969, 41.159007], [-8.643321, 41.159349], [-8.643321, 41.159331], [-8.643321, 41.159331], [-8.643141, 41.159412], [-8.642943, 41.159529], [-8.642943, 41.159538], [-8.642952, 41.159556], [-8.642835, 41.159628], [-8.642475, 41.159844], [-8.642421, 41.159826], [-8.642412, 41.159826], [-8.642448, 41.159853], [-8.64108, 41.159853], [-8.64045, 41.159763], [-8.638587, 41.159448], [-8.637768, 41.159331]]
[[-8.639865, 41.159772], [-8.641548, 41.160303], [-8.640963, 41.161158], [-8.639361, 41.162526], [-8.638821, 41.162877], [-8.637345, 41.163741], [-8.637318, 41.16375], [-8.636733, 41.164047], [-8.636733, 41.164047], [-8.636715, 41.164056], [-8.636715, 41.164056], [-8.639037, 41.165127], [-8.640423, 41.167989], [-8.636895, 41.170644], [-8.633304, 41.171616], [-8.625528, 41.172939], [-8.622234, 41.174019], [-8.622261, 41.176701], [-8.620974, 41.180805], [-8.619615, 41.181507], [-8.6184, 41.1822], [-8.617113, 41.182803], [-8.614224, 41.183091], [-8.613873, 41.183154], [-8.613531, 41.18319], [-8.613261, 41.183928], [-8.612919, 41.186196], [-8.611893, 41.190174], [-8.611425, 41.191533], [-8.611443, 41.191515]]
[[-8.637444, 41.164641], [-8.637876, 41.164695], [-8.638848, 41.164902], [-8.638848, 41.164902], [-8.63901, 41.165064], [-8.640108, 41.165703], [-8.641368, 41.166711], [-8.641494, 41.166819], [-8.641917, 41.167179], [-8.641917, 41.167179], [-8.642268, 41.168232], [-8.642448, 41.167089], [-8.645283, 41.165514], [-8.64864, 41.163732], [-8.649162, 41.160429], [-8.649162, 41.160429], [-8.649477, 41.158143], [-8.648496, 41.155983], [-8.648613, 41.154894], [-8.649117, 41.154534], [-8.649387, 41.154255], [-8.649387, 41.154255], [-8.650701, 41.15349], [-8.651565, 41.15259], [-8.651889, 41.152374], [-8.654031, 41.152176], [-8.655759, 41.151843], [-8.655759, 41.151843], [-8.655633, 41.151654], [-8.655633, 41.151645]]
[[-8.60022, 41.182695], [-8.599095, 41.182533], [-8.597673, 41.182146], [-8.597529, 41.182083], [-8.597115, 41.182038], [-8.595045, 41.18157], [-8.591949, 41.179455], [-8.593398, 41.183532], [-8.594406, 41.189589], [-8.592102, 41.192361], [-8.587359, 41.198823], [-8.582688, 41.206302], [-8.580033, 41.21037], [-8.575065, 41.218452], [-8.57169, 41.226615], [-8.569179, 41.230278], [-8.563563, 41.236911], [-8.559126, 41.240646], [-8.55081, 41.239413], [-8.546508, 41.238558], [-8.541171, 41.234607], [-8.538633, 41.235156], [-8.537112, 41.235858], [-8.53398, 41.23746], [-8.530866, 41.239026], [-8.528553, 41.24016], [-8.525664, 41.241366], [-8.524296, 41.240772], [-8.52201, 41.24034], [-8.521875, 41.240439]]
[[-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206], [-8.611164, 41.149206]]
[[-8.627301, 41.178186], [-8.626131, 41.171427], [-8.629029, 41.16987], [-8.629065, 41.169897], [-8.629029, 41.16987], [-8.629047, 41.169852], [-8.629074, 41.169852], [-8.629038, 41.169834], [-8.629047, 41.169861], [-8.629047, 41.169879], [-8.629056, 41.169879], [-8.629074, 41.169879], [-8.629083, 41.169861], [-8.629047, 41.169879], [-8.629092, 41.169888], [-8.629047, 41.169915], [-8.629002, 41.169906], [-8.629092, 41.169888], [-8.629083, 41.169906], [-8.629038, 41.169852], [-8.629038, 41.16987], [-8.629074, 41.169816], [-8.629029, 41.169816], [-8.629029, 41.169888], [-8.629047, 41.169978], [-8.629065, 41.169879], [-8.629083, 41.169843], [-8.629083, 41.169924], [-8.629092, 41.169888], [-8.62902, 41.170095]]
[[-8.614377, 41.135139], [-8.615673, 41.140647], [-8.613954, 41.135778], [-8.61489, 41.137317], [-8.612766, 41.137767], [-8.612775, 41.137758], [-8.610435, 41.13846], [-8.609166, 41.139153], [-8.609616, 41.140458], [-8.610786, 41.14125], [-8.614467, 41.141889], [-8.612865, 41.143707], [-8.611821, 41.144418], [-8.61129, 41.144778], [-8.611209, 41.144994], [-8.610984, 41.144976], [-8.610282, 41.143239], [-8.605908, 41.142429], [-8.606727, 41.144661], [-8.607231, 41.14584], [-8.607249, 41.145804], [-8.607303, 41.145822], [-8.607069, 41.146398], [-8.606907, 41.146695], [-8.606745, 41.146857], [-8.606763, 41.146866], [-8.608293, 41.147262], [-8.609085, 41.147514], [-8.610381, 41.14773], [-8.611452, 41.147343]]
[[-8.606457, 41.144742], [-8.606844, 41.144742], [-8.607348, 41.145255], [-8.606907, 41.14647], [-8.606781, 41.146839], [-8.606808, 41.146983], [-8.607429, 41.147208], [-8.608509, 41.147379], [-8.610606, 41.147829], [-8.611866, 41.147928], [-8.611938, 41.147883], [-8.612091, 41.147883], [-8.620884, 41.147478], [-8.622405, 41.147703], [-8.623107, 41.147928], [-8.624034, 41.148027], [-8.625051, 41.148315], [-8.625591, 41.149233], [-8.626266, 41.152581], [-8.627022, 41.15259], [-8.627769, 41.152518], [-8.628624, 41.153004], [-8.62875, 41.154183], [-8.628426, 41.155569], [-8.628291, 41.156253], [-8.629281, 41.156505], [-8.629686, 41.156046], [-8.629893, 41.155785], [-8.630019, 41.155614], [-8.63001, 41.155605]]
